ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,references,reporter,latitude,longitude,datum,source_datum
NM013,10307908,Unnamed (near American Creek),"The occurrence is on hill 375 about 1.5 miles west-northwest of the confluence of American Creek and Sinuk River.  It is in the SW1/4 section 18, T. 8 S., R. 35 W., Kateel River Meridian.  The location of this occurrence is taken from figure 3 of Mulligan and Hess (1965).",NM,D-2,Fe,,"Goethite, hematite, limonite, pyrite (?), pyrolusite","Calcite, dolomite (?), quartz",Occurrence,Probably inactive,,"Carbonate-hosted, iron oxide deposit.",,Probable dolomitization and oxidation.,"This occurrence near lower American Creek was shown on figure 3 of Mulligan and Hess (1965, but no other data are available for this specific occurrence. It appears to be the northern-most of a group of iron-rich prospects that include NM014, NM017, NM018, NM019, and NM020. On the basis of data from the other prospects, this occurrence is probably a limonite (goethite) concentration in marble.  The limonite can be massive to granular, botryoidal, mammillary, or fibrous in texture.  The iron content ranges to as much as 59 percent (Eakin, 1915 [B 622-I, p. 361-365]).  Hematite, pyrolusite, and calcite are present locally.

This occurrence and other iron deposits of the Sinuk River area are at or near the base of massive marble whose protolith is probably lower Paleozoic (Sainsbury, Hummel, and Hudson, 1972; Bundtzen and others, 1994). The deposits are locally controlled by high-angle faults or folds, but they are in general crudely stratabound within the basal massive marble or underlying calc-schist (Mulligan and Hess, 1965; Herreid, 1970). This stratigraphic interval also hosts base metal sulfide-fluorite-barite deposits at the Galena (NM130) and Quarry prospects (NM135).

The origin and age of the iron deposits of the Sinuk River area are uncertain. The deposits may be, in part, gossan developed on oxidized sulfide deposits (Eakin, 1915 [B 622-I, p. 361-365]; Mertie, 1918 [B662-I, p. 425-449]; Cathcart, 1922; Mulligan and Hess, 1965; Herreid, 1970). Several of the iron deposits, including American (NM014) and Monarch (NM017), are locally highly anomalous in zinc and lead. Arguing against a simple gossan origin is the paucity of diagnostic textures and structures in boxworks that would suggest derivation from specific sulfide minerals. Alternatively, these deposits could be hypogene iron oxide and carbonate deposits that are probably transitional into lead-zinc-barite deposits from the same approximate stratigraphic position, as at the Quarry (NM135).

The age of the iron deposits of the Sinuk River area is most likely post-mid-Cretaceous because faults that crosscut mid-Cretaceous metamorphic rocks are an important control on them. A Late Cretaceous age for the iron deposits was suggested by Brobst and others (1971) because this is the age of fluorine-rich tin granites of northwestern Seward Peninsula (Hudson and Arth, 1983). The youngest possible age appears to be Early Tertiary, when deep weathering, sandstone-type uranium mineralization, and possibly karst formation occurred to the east in the Solomon quadrangle (Hudson, 1999).",Some shallow prospecting pits may be present here.,,"Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8.|Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D",C.C. Hawley and Travis L. Hudson,10/22/1999,Late Cretaceous or Early Tertiary; post mid-Cretaceous metamorphism.,"Hawley Resource Group, Inc.",,,"Mulligan and Hess, 1965","Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8.
Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data-File 94-39, 21 p., 2 sheets, scale 1:63,360.
Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.
Eakin, H.M., 1915, Iron-ore deposits near Nome:  U.S. Geological Survey Bulletin 622-I, p. 361-365.
Herreid, G.H., 1970, Geology and geochemistry of the Sinuk area, Seward Peninsula, Alaska: Alaska Division of Mines and Minerals Geologic Report 36, 61 p., 3 sheets, scales 1:42,000 and others.
Hudson, T.L., 1999, Alaska Resource Data File, Solomon quadrangle:  U.S. Geological Survey Open-File Report 99-573, 360 p.
Hudson, T.L., and Arth, J. G., 1983, Tin granites of Seward Peninsula, Alaska:  Geological Society of America Bulletin, v. 94, p. 768-790.
Mertie, J.B., Jr., 1918, Lode mining and prospecting on Seward Peninsula, in Brooks, A.H., and others, Mineral resources of Alaska, report on progress of investigations in 1916: U.S. Geological Survey Bulletin 662, p. 425-449.
Mulligan, J.J., 1965, Examination of the Sinuk iron deposits, Seward Peninsula, Alaska, with a section by Hess, H. D.: U.S. Bureau of Mines Open-File Report 8-65, 34 p.
Sainsbury, C.L., Hummel, C.L., and Hudson, Travis, 1972, Reconnaissance geologic map of the Nome quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Open-File Report 72-326, 28 p., 1 sheet, scale 1:250,000.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.792037,-165.853879,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM014,A012777,American,"The American prospect is on a north-sloping  face of a hill about 1 mile south of American Creek at an elevation of 600 feet.  The prospect is about 2 miles west of a south-flowing part of Sinuk River and 2.3 miles northeast of a low divide near hill 660 on the Nome-Teller road.  The location shown is taken from Herreid (1970) and is accurate within about 500 feet.  This is locality 1 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).",NM,D-2,Fe,"Au, Mn, Zn","Goethite, limonite, pyrite","Dolomite, quartz",Prospect,Inactive,,Iron deposit localized by marble-schist contact and intersecting fault.,,"Dolomitization, silicification, and oxidation.","Extensive amounts of limonite occur near a contact between marble and schist, probably along a high-angle fault that strikes west and is nearly coincident with the lithologic contact (Herreid, 197, figure 8).  Surface rubble locally contains more than 30 percent goethite. The goethite-bearing rocks are associated with crackled dolomite and bleached, very light colored calcitic marble.  The largest goethite-rich mass is about 600 feet long and as much as 150 feet across. The general iron-rich zone is about 1,800 feet long.  The American lode is probably the second largest iron occurrence in the area, second only to the Monarch prospect (NM017).  According to Shallit (1942), there are about 40,000 long tons of rock here that contain between 20 and 40 percent iron. Some of the deposit is anomalous in zinc.  Herreid (1970, Appendix II) found as much as 800 ppm in zinc in soil samples collected north of the iron accumulation.  One sample of silicified schist from this locality contained 0.06 ppm gold (Herreid, 1970).  The host rock to the iron accumulation is primarily marble and some intercalated metasedimentary schist.

This prospect and other iron deposits of the Sinuk River area are at or near the base of massive marble whose protolith age is probably lower Paleozoic (Sainsbury, Hummel, and Hudson, 1972; Bundtzen and others, 1994).  The deposits are locally contolled by high angle faults or folds but they are in general crudely stratabound within the basal massive marble or underlying calc-schist (Mulligan and Hess, 1965; Herreid, 1970).  This stratigraphic interval also hosts base metal sulfide-fluorite-barite deposits at the Galena (NM130) and Quarry prospects (NM135).

The origin and age of the iron deposits of the Sinuk River area are uncertain.  The deposits may be, in part, gossan developed on oxidized sulfide deposits (Eakin, 1915 [B 622-I, p. 361-365]; Mertie; 1918 [B 662-I, p. 425-449]; Cathcart, 1922; Mulligan and Hess, 1965; Herreid, 1970).  Several of the iron deposits, including American (NM014) and Monarch (NM017), are locally highly anomalous in zinc and lead.  Arguing against a simple gossan origin is the paucity of diagnostic textures and structures in boxworks that would suggest derivation from specific sulfide minerals.  Alternatively, these deposits could be hypogene iron oxide and carbonate deposits that are transitional to some of the lead-zinc-barite deposits (as at the Quarry prospect, NM135) at the same stratigraphic horizon.

The age of the iron deposits of the Sinuk River area is most likely post mid-Cretaceous because faults that crosscut mid-Cretaceous metamorphic rocks are an important control on them.  A Late Cretaceous age for the iron deposits was suggested by Brobst and others (1971) as this is the age of fluorine-rich tin granites of northwestern Seward Peninsula (Hudson and Arth, 1983). (Fluorite is abundant at the Quarry prospect.)  The youngest possible age appears to be early Tertiary, when deep weathering, sandstone-type uranium mineralization, and possibly karst formation occurred to the east in the Solomon quadrangle (Hudson, 1999).",A few surface prospecting pits to 6 or 8 feet deep are present here.,,"Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8. |Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney,",C.C. Hawley and Travis L. Hudson,10/22/1999,Late Cretaceous or Early Tertiary; post mid-Cretaceous metamorphism.,"Hawley Resource Group, Inc.",,"Shallit (1942) estimated that 40,000 long tons of rock are present that contain 20 to 40 percent iron with minor manganese (also see Mulligan and Hess, 1965, p. 18).","Herreid, 1970","Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8.
Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data-File 94-39, 21 p., 2 sheets, scale 1:63,360.
Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.
Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.
Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral fuels and construction materials) in the Nome quadrangle, Alaska:  U.S. Geological Survey Open-File report 78-93, 213 p.
Eakin, H.M., 1915, Iron-ore deposits near Nome:  U.S. Geological Survey Bulletin 622-I, p. 361-365.
Herreid, G.H., 1970, Geology and geochemistry of the Sinuk area, Seward Peninsula, Alaska: Alaska Division of Mines and Minerals Geologic Report 36, 61 p., 3 sheets, scales 1:42,000 and others.
Hudson, T.L., 1999, Alaska Resource Data File, Solomon quadrangle:  U.S. Geological Survey Open-File Report 99-573, 360 p.
Hudson, T.L., and Arth, J. G., 1983, Tin granites of Seward Peninsula, Alaska:  Geological Society of America Bulletin, v. 94, p. 768-790.
Mertie, J.B., Jr., 1918, Lode mining and prospecting on Seward Peninsula, in Brooks, A.H., and others, Mineral resources of Alaska, report on progress of investigations in 1916: U.S. Geological Survey Bulletin 662, p. 425-449.
Mulligan, J.J., 1965, Examination of the Sinuk iron deposits, Seward Peninsula, Alaska, with a section by Hess, H. D.: U.S. Bureau of Mines Open-File Report 8-65, 34 p.
Sainsbury, C.L., Hummel, C.L., and Hudson, Travis, 1972, Reconnaissance geologic map of the Nome quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Open-File Report 72-326, 28 p., 1 sheet, scale 1:250,000.
Shallit, A.B., 1942, Report on Sinuk River iron-ore deposits, Seward Peninsula, Alaska:  Alaska Territorial Department of Mines Minerals Investigation 52-1, 46 p., 2 maps, scales 1:31,250, 1:4,800.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.776237,-165.872778,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM015,10307909,Sinuk River,"Sinuk River is the major drainage along the southwest flank of the Kigluaik Mountains.  Collier and others (1908, plate X) show the river to be gold-bearing for several miles downstream from Rulby Creek, a small east tributary (NM016).  This location is the approximate midpoint of the auriferous section that extends south into the Nome C-2 quadrangle.",NM,D-2,Au,,Gold,,Prospects,Probably inactive,Undetermined,"Placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Sinuk River is the major drainage along the southwest flank of the Kigluaik Mountains. Collier and others (1908, plate X) show the river to be gold-bearing for several miles downstream from Rulby Creek, a small east tributary (NM016). The placer deposits on Sinuk River itself are probably of river-bar type and transient in nature. The headward limit of the auriferous portion of the river is about where a belt of iron and lead-zinc deposits (NM014, NM014, NM017, NM018, NM019, and NM020) cross the river. Bedrock is not commonly exposed along Sinuk River, and over much of its length it reworks glacial deposits derived from the Kigluaik Mountains (Sainsbury, Hummel, and Hudson, 1972; Kaufman and others, 1989).","Sinuk River was probably worked on a small scale prior to WWI. Production figures are not available, but some gold was probably produced by pan, rocker, or other small-scale operations.",,"Collier, A.J., Hess, F.L., Smith, P.S., and Brooks, A.H., 1908, The gold placers of parts of Seward Peninsula, Alaska, including the Nome, Council, Kougarok, Port Clarence, and Goodhope precincts:  U.S. Geological Survey Bulletin 328, 343 p.|Kaufman, D.S.",C.C. Hawley and Travis L. Hudson,10/22/1999,Holocene.,"Hawley Resource Group, Inc.",,,"Collier and others, 1908","Collier, A.J., Hess, F.L., Smith, P.S., and Brooks, A.H., 1908, The gold placers of parts of Seward Peninsula, Alaska, including the Nome, Council, Kougarok, Port Clarence, and Goodhope precincts:  U.S. Geological Survey Bulletin 328, 343 p.
Kaufman, D.S., Calkin, P.E., Whitford, W.B., Przybyl, B.J., Hopkins, D.M., Peck, B.J., and Nelson, R.E., 1989, Surficial geologic map of the Kigluaik Mountains area, Seward Peninsula, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-2074, 1 sheet, scale 1:63,360.
Sainsbury, C.L., Hummel, C.L., and Hudson, Travis, 1972, Reconnaissance geologic map of the Nome quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Open-File Report 72-326, 28 p., 1 sheet, scale 1:250,000.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.749736,-165.855475,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM016,A012866,Rulby Creek,"Rulby Creek is a small east tributary to Sinuk River (NM015).  The mouth of Rulby Creek is 0.6 mile downstream of the mouth of American Creek.  It is locality 68 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).",NM,D-2,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au (Cox and Singer, 1986; model 39a).",39a,,"Rulby Creek was prospected and produced a little placer gold in the early 1900s (Collier and others, 1908). The creek flows across a higher gravel deposit, probably glacial, that carries small amounts of gold. This locality is within an area of iron and related base metal mineralization (NM014, NM014, NM017, NM018, NM019, and NM020) that locally includes some anomalous gold values (for example, NM014).","Some gold was produced by pan, rocker, or other small scale operations in the early 1900s.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral",C.C. Hawley and Travis L. Hudson,10/22/1999,Quaternary.,"Hawley Resource Group, Inc.",,,"Collier and others, 1908","Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.
Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral fuels and construction materials) in the Nome quadrangle, Alaska:  U.S. Geological Survey Open-File report 78-93, 213 p.
Collier, A.J., Hess, F.L., Smith, P.S., and Brooks, A.H., 1908, The gold placers of parts of Seward Peninsula, Alaska, including the Nome, Council, Kougarok, Port Clarence, and Goodhope precincts:  U.S. Geological Survey Bulletin 328, 343 p.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.775538,-165.784777,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM017,A012779,Monarch,"The Monarch prospect is at the head of an unnamed northwest-flowing tributary of the Sinuk River.  It is mainly in the W1/2 section 33, T. 8 S., R. 35 W., Kateel River Meridian.  It is 1.5 miles southwest of the Mogul prospect  (NM020) and accurately located.  It is locality 3 of Cobb (1972 [MF 463],1978 [OFR 78-93]).",NM,D-2,Fe,"Au, Mn, Pb, Zn","Goethite, hematite, limonite, pyrolusite",Dolomite,Prospect,Probably inactive,,"Carbonate-hosted, iron oxide deposit.",,Dolomitization and oxidation.,"The Monarch prospect occurs in marble overlying mica schist; it is the largest of the iron deposits of the Sinuk River region. The main Monarch prospect (called the East Gap) contains abundant limonite and some hematite in an area about 2,000 feet long and about 700 feet across. High-grade iron ore, about 50 percent or more iron, is contained within a lower grade zone about 3,000 feet long and as much as 1,500 feet across. The West Gap portion of the prospect is 1,500 feet by 300 feet and has a north-northwest trend. Exposures are poor, but some near vertical limonite veins are as much as 30 feet across and extend downward at least 12 feet. Shallit (1942; Mulligan and Hess, 1965, table 3) estimated that there are 50,000 long tons of rock containing 30 to 45 percent iron and about 500,000 tons of rock containing 15 to 25 percent iron here. Most of the iron ore has only 1 percent or less of manganese, but Mulligan and Hess (1965, p. 14) cite one analysis indicating about 15 percent iron and 11 percent manganese. The West Gap body seems to have more manganese. A representative sample of the East Gap body contained 78.30 percent ferric oxide (about 55 percent iron) and 1.37 percent manganese oxide (Eakin, 1915, p. 363). Soil samples collected here by Herreid (1970, table II, figure 4) locally are highly anomalous in lead and zinc. One sample at the basal marble contact below the West Gap zone contained 1,000 ppm zinc. Samples over the East Gap zone contain as much as 340 ppm lead and 1,200 ppm zinc. Sample 111 from West Gap contained 280 ppm lead. The prospect appears to lie along north-trending high-angle faults (Herreid, 1970).

This prospect and other iron deposits of the Sinuk River area are at or near the base of massive marble whose protolith age is probably lower Paleozoic (Sainsbury, Hummel, and Hudson, 1972; Bundtzen and others, 1994). The deposits are locally controlled by high angle faults or folds, but they are in general crudely stratabound within the basal massive marble or underlying calc-schist (Mulligan and Hess, 1965; Herreid, 1970). This stratigraphic interval also hosts base metal sulfide-fluorite-barite deposits at the Galena (NM130) and Quarry prospects (NM135).

The origin and age of the iron deposits of the Sinuk River area are uncertain. The deposits may be, in part, gossan developed on oxidized sulfide deposits (Eakin, 1915 [B 622-I, p. 361-365]; Mertie, 1918 [B 662-I, p. 425-449]; Cathcart, 1922; Mulligan and Hess, 1965; Herreid, 1970). Several of the iron deposits, including American (NM014) and Monarch (NM017), are locally highly anomalous in zinc and lead. Arguing against a simple gossan origin is the paucity of diagnostic textures and structures in boxworks that would suggest derivation from specific sulfide minerals. Alternatively, these deposits could be hypogene iron oxide and carbonate deposits that are possibly transitional to some of the lead-zinc-barite (as at the Quarry prospect, NM135) deposits of the area.

The age of the iron deposits of the Sinuk River area is most likely post-mid-Cretaceous because faults that crosscut mid-Cretaceous metamorphic rocks are an important control. A Late Cretaceous age for the iron deposits was suggested by Brobst and others (1971) because this is the age of flourine-rich tin granites of northwestern Seward Peninsula (Hudson and Arth, 1983). The youngest possible age appears to be Early Tertiary, when deep weathering, sandstone-type uranium mineralization, and possibly karst formation occurred to the east in the Solomon quadrangle (Hudson, 1999).","Open cuts, a shallow shaft, and a short adit were driven before 1914. There are at least 12 patented claims over this prospect (Mulligan and Hess, 1965).",,"Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8. |Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney,",C.C. Hawley and Travis L. Hudson,10/22/1999,Late Cretaceous or Early Tertiary; post mid-Cretaceous metamorphism.,"Hawley Resource Group, Inc.",,"Shallit (1942; Mulligan and Hess, 1965, table 3) estimated that this prospect contains 50,000 long tons of 30 to 45 percent iron and about 500,000 tons of 15 to 25 percent iron.  Most of the iron ore has only 1 percent or less of manganese, but Mulligan and Hess (1965, p. 14) cite one analysis indicating about 15 percent iron and 11 percent manganese.  The West Gap body seems to have more manganese.  A representative sample of the East Gap body contained 78.30 percent ferric oxide (about 55 percent iron) and 1.37 percent manganese oxide (Eakin, 1915, p. 363).","Herreid, 1970","Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8.
Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data-File 94-39, 21 p., 2 sheets, scale 1:63,360.
Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.
Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.
Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral fuels and construction materials) in the Nome quadrangle, Alaska:  U.S. Geological Survey Open-File report 78-93, 213 p.
Eakin, H.M., 1915, Iron-ore deposits near Nome:  U.S. Geological Survey Bulletin 622-I, p. 361-365.
Herreid, G.H., 1970, Geology and geochemistry of the Sinuk area, Seward Peninsula, Alaska: Alaska Division of Mines and Minerals Geologic Report 36, 61 p., 3 sheets, scales 1:42,000 and others.
Hudson, T.L., 1999, Alaska Resource Data File, Solomon quadrangle:  U.S. Geological Survey Open-File Report 99-573, 360 p.
Hudson, T.L., and Arth, J. G., 1983, Tin granites of Seward Peninsula, Alaska:  Geological Society of America Bulletin, v. 94, p. 768-790.
Mertie, J.B., Jr., 1918, Lode mining and prospecting on Seward Peninsula, in Brooks, A.H., and others, Mineral resources of Alaska, report on progress of investigations in 1916: U.S. Geological Survey Bulletin 662, p. 425-449.
Mulligan, J.J., 1965, Examination of the Sinuk iron deposits, Seward Peninsula, Alaska, with a section by Hess, H. D.: U.S. Bureau of Mines Open-File Report 8-65, 34 p.
Sainsbury, C.L., Hummel, C.L., and Hudson, Travis, 1972, Reconnaissance geologic map of the Nome quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Open-File Report 72-326, 28 p., 1 sheet, scale 1:250,000.
Shallit, A.B., 1942, Report on Sinuk River iron-ore deposits, Seward Peninsula, Alaska:  Alaska Territorial Department of Mines Minerals Investigation 52-1, 46 p., 2 maps, scales 1:31,250, 1:4,800.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.751838,-165.777674,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM018,A012778,Tub Mountain,"The Tub Mountain prospect is on hill 956 in the SW1/4NW1/4 section 22, T. 8 S., R 35 W., Kateel River Meridian.  It is 1.25 miles southwest of the confluence of Stewart and Sinuk Rivers and about 0.8 mile south of Sinuk River. The prospect is locality 6 of Hummel (1975) and locality 2 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).",NM,D-2,Fe,Mn,"Goethite, hematite, limonite [so called], pyrite","Calcite, dolomite, quartz",Prospect,Inactive,,"Carbonate-hosted, iron oxide deposit.",,Dolomitization and oxidation.,"The Tub Mountain prospect is a limonite-rich deposit about 300 by 600 feet that appears to be localized along high-angle faults in marble (Herreid, 1970). It is one of several similar deposits in the area (see NM014, NM014, NM017, NM019, and NM020). The limonite can be massive to granular, botryoidal, mammillary, or fibrous. The iron content ranges to as much as 59 percent in analyzed samples (Eakin, 1915). Hematite, pyrolusite, and calcite are present locally. Shallit (1942; Mulligan and Hess, 1965, table 3) estimated that 8,000 long tons of rock containing 10 to 20 percent iron is present at Tub Mountain.

This prospect and other iron deposits of the Sinuk River area are at or near the base of massive marble whose protolith age is probably lower Paleozoic (Sainsbury, Hummel, and Hudson, 1972; Bundtzen and others, 1994). The deposits are locally controlled by high-angle faults or folds, but they are in general crudely stratabound within the basal massive marble or underlying calc-schist (Mulligan and Hess, 1965; Herreid, 1970). This stratigraphic interval also hosts base metal sulfide-fluorite-barite deposits at the Galena (NM130) and Quarry prospects (NM135).

The origin and age of the iron deposits of the Sinuk River area are uncertain. The deposits may be, in part, gossan developed on oxidized sulfide deposits (Eakin, 1915 [B 622-I, p. 361-365];Mertie, 1918 [B662-I, p. 425-449]; Cathcart, 1922; Mulligan and Hess, 1965; Herreid, 1970).  Several of the iron deposits, including American (NM014) and Monarch (NM017), are locally highly anomalous in zinc and lead. Arguing against a simple gossan origin is the paucity of diagnostic textures and structures in boxworks that would suggest derivation from specific sulfide minerals. Alternatively, these deposits could be hypogene iron oxide and carbonate deposits probably transitional to lead-zinc-barite deposits, such as Quarry (NM135), that are at about the same stratigraphic position.

The age of the iron deposits of the Sinuk River area is most likely post-mid-Cretaceous because faults that crosscut mid-Cretaceous metamorphic rocks are an important ore control. A Late Cretaceous age for the iron deposits was suggested by Brobst and others (1971) as this is the age of fluorine-rich tin granites of northwestern Seward Peninsula (Hudson and Arth, 1983). The youngest possible age appears to be Early Tertiary, when deep weathering, sandstone-type uranium mineralization, and possibly karst formation occurred to the east in the Solomon quadrangle (Hudson, 1999).","Surface prospecting pits, dating to before WWI, are present.",,"Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8. |Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney,",C.C. Hawley and Travis L. Hudson,10/22/1999,Late Cretaceous or Early Tertiary; post mid-Cretaceous metamorphism.,"Hawley Resource Group, Inc.",,"Shallit (1942; table 3, Mulligan and Hess, 1965) estimated that the Tub Mountain prospect includes 8,000 long tons of rock containing 10 to 20 percent iron.","Herreid, 1970","Brobst, D.A., Pinckney, D.M., and Sainsbury, C.L., 1971, Geology and geochemistry of the Sinuk River barite deposits, Seward Peninsula, Alaska:  U.S. Geological Survey Professional Paper 750-D, p. D1-D8.
Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data-File 94-39, 21 p., 2 sheets, scale 1:63,360.
Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.
Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.
Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral fuels and construction materials) in the Nome quadrangle, Alaska:  U.S. Geological Survey Open-File report 78-93, 213 p.
Eakin, H.M., 1915, Iron-ore deposits near Nome:  U.S. Geological Survey Bulletin 622-I, p. 361-365.
Herreid, G.H., 1970, Geology and geochemistry of the Sinuk area, Seward Peninsula, Alaska: Alaska Division of Mines and Minerals Geologic Report 36, 61 p., 3 sheets, scales 1:42,000 and others.
Hudson, T.L., 1999, Alaska Resource Data File, Solomon quadrangle:  U.S. Geological Survey Open-File Report 99-573, 360 p.
Hudson, T.L., and Arth, J. G., 1983, Tin granites of Seward Peninsula, Alaska:  Geological Society of America Bulletin, v. 94, p. 768-790.
Mertie, J.B., Jr., 1918, Lode mining and prospecting on Seward Peninsula, in Brooks, A.H., and others, Mineral resources of Alaska, report on progress of investigations in 1916: U.S. Geological Survey Bulletin 662, p. 425-449.
Mulligan, J.J., 1965, Examination of the Sinuk iron deposits, Seward Peninsula, Alaska, with a section by Hess, H. D.: U.S. Bureau of Mines Open-File Report 8-65, 34 p.
Sainsbury, C.L., Hummel, C.L., and Hudson, Travis, 1972, Reconnaissance geologic map of the Nome quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Open-File Report 72-326, 28 p., 1 sheet, scale 1:250,000.
Shallit, A.B., 1942, Report on Sinuk River iron-ore deposits, Seward Peninsula, Alaska:  Alaska Territorial Department of Mines Minerals Investigation 52-1, 46 p., 2 maps, scales 1:31,250, 1:4,800.",C.C. Hawley and Travis L. Hudson (10/22/1999),64.781939,-165.751877,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
